Time,FT1,FT2,FT3,FT4,FT5,FT6
11:00:16:48577,-1.888,0.07,-0.71,-0.003,-0.075,-0.002
11:00:16:53798,-1.991,0.051,-0.641,0.001,-0.076,-0.004
11:00:16:58964,-2.181,-0.03,-0.4,0.008,-0.078,-0.009
11:00:16:64309,-2.288,-0.07,-0.405,0.008,-0.079,-0.01
11:00:16:69469,-2.472,-0.115,-0.584,0.007,-0.078,-0.01
11:00:16:74637,-2.663,-0.145,-0.675,0.005,-0.076,-0.01
11:00:16:79804,-2.774,-0.205,-0.625,0.002,-0.072,-0.012
11:00:16:84886,-2.91,-0.273,-0.526,0,-0.068,-0.013
11:00:16:90064,-2.993,-0.313,-0.561,-0.002,-0.066,-0.013
11:00:16:95133,-3.132,-0.365,-0.738,-0.006,-0.062,-0.012
11:00:16:100299,-3.229,-0.398,-0.831,-0.009,-0.057,-0.011
11:00:16:105374,-3.357,-0.439,-0.827,-0.015,-0.051,-0.01
11:00:16:110540,-3.435,-0.455,-0.767,-0.018,-0.047,-0.009
11:00:16:115703,-3.562,-0.446,-0.746,-0.023,-0.041,-0.007
11:00:16:120779,-3.66,-0.422,-0.814,-0.025,-0.038,-0.005
11:00:16:125955,-3.812,-0.389,-0.909,-0.027,-0.033,-0.001
11:00:16:131133,-3.951,-0.398,-0.77,-0.028,-0.028,0
11:00:16:136244,-4.027,-0.43,-0.536,-0.028,-0.025,0
11:00:16:141394,-4.106,-0.491,-0.151,-0.03,-0.021,0
11:00:16:146558,-4.144,-0.526,0.041,-0.033,-0.017,0
11:00:16:151723,-4.21,-0.561,0.23,-0.037,-0.013,0.001
11:00:16:156843,-4.264,-0.563,0.316,-0.04,-0.012,0.001
11:00:16:162002,-4.323,-0.521,0.388,-0.044,-0.012,0.002
11:00:16:167153,-4.335,-0.458,0.429,-0.047,-0.014,0.004
11:00:16:172317,-4.341,-0.436,0.501,-0.05,-0.015,0.005
11:00:16:177494,-4.376,-0.434,0.702,-0.054,-0.016,0.007
11:00:16:182669,-4.402,-0.425,0.826,-0.056,-0.017,0.008
11:00:16:187839,-4.413,-0.363,0.88,-0.058,-0.018,0.011
11:00:16:193012,-4.427,-0.275,0.863,-0.058,-0.017,0.016
